transaction_type,category,transaction_time,amount,account_name,ledger_name,tag,recorder,remark,original_refund_amount,transaction_id,transaction_date,transaction_month,transaction_week,weekday_name,amount_abs,refund_amount,net_amount,signed_amount,analysis_scope,scene_l1,scene_l2,necessity_type,budget_type,risk_tag,analysis_note,clean_status,is_small_high_freq_scene,rule_large_amount,rule_small_high_freq,rule_budget_out_risk,rule_renewal_management,rule_food_delivery,rule_hit_count,risk_level,hit_rule_names,risk_reason,action_suggestion
支出,餐饮,2026-5-12 11:15,15.0,校园卡,自用-2605,食堂,月岛雯,中饭,,TX0072,2026-05-12,2026-05,20,二,15.0,0,15.0,-15.0,日常经营分析,餐饮消费,校园餐饮,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,饮品,2026-5-12 11:15,3.5,校园卡,自用-2605,糖水,月岛雯,糖水粥铺,,TX0073,2026-05-12,2026-05,20,二,3.5,0,3.5,-3.5,日常经营分析,日常饮品,糖水,弹性支出,预算内,无明显风险,专项分析,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,日用,2026-5-12 11:18,9.8,零钱通,自用-2605,日用纸巾类,月岛雯,洗脸巾,,TX0074,2026-05-12,2026-05,20,二,9.8,0,9.8,-9.8,日常经营分析,日用购买,日用纸巾,必要支出,预算内,无明显风险,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,零食,2026-5-12 11:18,10.8,零钱通,自用-2605,辣味零食,月岛雯,鸡胸肉干,,TX0077,2026-05-12,2026-05,20,二,10.8,0,10.8,-10.8,日常经营分析,日常零食,休闲食品,弹性支出,预算内,是否吃完,与实际相联系,已清洗,1.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,甜品,2026-5-12 11:18,4.9,零钱通,自用-2605,奶制品,月岛雯,酸奶,,TX0078,2026-05-12,2026-05,20,二,4.9,0,4.9,-4.9,日常经营分析,日常甜品,休闲零食,弹性支出,预算外,无明显风险,专项分析,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,饮品,2026-5-12 11:18,8.9,零钱通,自用-2605,奶制品,月岛雯,牛奶,,TX0079,2026-05-12,2026-05,20,二,8.9,0,8.9,-8.9,日常经营分析,日常饮品,奶制品,弹性支出,预算内,无明显风险,专项分析,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,饮品,2026-5-12 11:18,5.7,零钱通,自用-2605,奶制品,月岛雯,燕麦奶,,TX0080,2026-05-12,2026-05,20,二,5.7,0,5.7,-5.7,日常经营分析,日常饮品,奶制品,弹性支出,预算内,无明显风险,专项分析,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,零食,2026-5-12 11:18,1.0,零钱通,自用-2605,辣味零食,月岛雯,豆角干,,TX0081,2026-05-12,2026-05,20,二,1.0,0,1.0,-1.0,日常经营分析,日常零食,休闲食品,弹性支出,预算内,是否吃完,与实际相联系,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,零食,2026-5-12 11:18,7.6,零钱通,自用-2605,饱腹型零食,月岛雯,泡面,,TX0082,2026-05-12,2026-05,20,二,7.6,0,7.6,-7.6,日常经营分析,日常零食,休闲食品,弹性支出,预算内,是否吃完,与实际相联系,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,快递,2026-5-12 11:18,1.0,零钱通,自用-2605,打包,月岛雯,购物袋,,TX0083,2026-05-12,2026-05,20,二,1.0,0,1.0,-1.0,日常经营分析,超市购物,购物袋,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,日用,2026-5-12 11:27,19.9,零钱通,自用-2605,日用清洗,月岛雯,留香珠,,TX0084,2026-05-12,2026-05,20,二,19.9,0,19.9,-19.9,日常经营分析,日用购买,日用清洗,必要支出,预算内,无明显风险,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,交通,2026-5-12 20:04,0.3,中国银行,自用-2605,骑行,月岛雯,哈啰出行,,TX0085,2026-05-12,2026-05,20,二,0.3,0,0.3,-0.3,日常经营分析,日常交通,经济出行,必要支出,预算内,无明显风险,高频刚需消费,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,学习,2026-5-12 21:53,9.9,平安银行,自用-2605,硕士毕业,月岛雯,论文打印,,TX0086,2026-05-12,2026-05,20,二,9.9,0,9.9,-9.9,日常经营分析,日常打印,论文打印,必要支出,预算内,无明显风险,可优化支出,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,餐饮,2026-5-13 11:38,19.8,美团月付,自用-2605,外卖,月岛雯,中饭,,TX0088,2026-05-13,2026-05,20,三,19.8,0,19.8,-19.8,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-5-13 11:38,2.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0089,2026-05-13,2026-05,20,三,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-5-13 18:40,21.45,美团月付,自用-2605,外卖,月岛雯,晚饭,,TX0092,2026-05-13,2026-05,20,三,21.45,0,21.45,-21.45,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-5-13 18:40,3.0,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0093,2026-05-13,2026-05,20,三,3.0,0,3.0,-3.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,服饰,2026-5-13 19:54,29.8,抖音月付,自用-2605,衣服,月岛雯,睡衣,,TX0094,2026-05-13,2026-05,20,三,29.8,0,29.8,-29.8,日常经营分析,日常服饰,日常衣物,可控支出,预算外,非必要支出,可控支出,已清洗,0.0,0,0,1,0,0,1,一般关注,预算外风险规则,该交易属于预算外支出，且带有风险或优化标签,建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-5-14 13:33,19.8,美团月付,自用-2605,外卖,月岛雯,中饭,,TX0095,2026-05-14,2026-05,20,四,19.8,0,19.8,-19.8,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-5-14 13:34,1.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0096,2026-05-14,2026-05,20,四,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,书籍,2026-5-15 11:40,10.0,南京银行-活期,自用-2605,知识型书籍,月岛雯,明朝那些事儿有声书,,TX0102,2026-05-15,2026-05,20,五,10.0,0,10.0,-10.0,日常经营分析,书籍购买,线上产品,弹性支出,预算外,是否使用,之后可以尝试卖出,已清洗,0.0,0,0,1,0,0,1,一般关注,预算外风险规则,该交易属于预算外支出，且带有风险或优化标签,建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-5-15 11:50,20.6,平安银行,自用-2605,外卖,月岛雯,中饭,,TX0103,2026-05-15,2026-05,20,五,20.6,0,20.6,-20.6,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-5-15 11:50,2.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0104,2026-05-15,2026-05,20,五,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-15 19:39,2.0,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0106,2026-05-15,2026-05,20,五,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-15 19:40,1.4,美团月付,自用-2605,配送,月岛雯,晚饭,,TX0107,2026-05-15,2026-05,20,五,1.4,0,1.4,-1.4,日常经营分析,餐饮消费,外卖配送,可控支出,预算外,积少成多,非必要支出,已清洗,0.0,0,0,1,0,0,1,一般关注,预算外风险规则,该交易属于预算外支出，且带有风险或优化标签,建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-5-15 19:40,22.29,美团月付,自用-2605,外卖,月岛雯,晚饭,,TX0108,2026-05-15,2026-05,20,五,22.29,0,22.29,-22.29,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,交通,2026-5-16 7:13,9.0,地铁卡,自用-2605,华美,月岛雯,脱毛,,TX0109,2026-05-16,2026-05,20,六,9.0,0,9.0,-9.0,日常经营分析,日常交通,经济出行,必要支出,预算内,无明显风险,高频刚需消费,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,甜品,2026-5-16 8:43,7.5,平安银行,自用-2605,,月岛雯,瑞幸大福,,TX0110,2026-05-16,2026-05,20,六,7.5,0,7.5,-7.5,日常经营分析,日常甜品,休闲零食,弹性支出,预算外,无明显风险,专项分析,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,饮品,2026-5-16 8:43,10.9,平安银行,自用-2605,奶茶,月岛雯,瑞幸,,TX0111,2026-05-16,2026-05,20,六,10.9,0,10.9,-10.9,日常经营分析,日常饮品,奶茶,弹性支出,预算内,无明显风险,专项分析,已清洗,1.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,餐饮,2026-5-16 8:49,13.2,平安银行,自用-2605,水,月岛雯,自己喝,,TX0113,2026-05-16,2026-05,20,六,13.2,0,13.2,-13.2,日常经营分析,餐饮消费,日常饮水,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,饮品,2026-5-16 8:50,13.8,平安银行,自用-2605,奶制品,月岛雯,牛奶,,TX0114,2026-05-16,2026-05,20,六,13.8,0,13.8,-13.8,日常经营分析,日常饮品,奶制品,弹性支出,预算内,无明显风险,专项分析,已清洗,1.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,水果,2026-5-16 8:50,19.9,平安银行,自用-2605,,月岛雯,耙耙柑,,TX0115,2026-05-16,2026-05,20,六,19.9,0,19.9,-19.9,日常经营分析,日常水果,水果,弹性支出,预算内,是否实惠,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,水果,2026-5-16 8:50,14.9,平安银行,自用-2605,,月岛雯,西瓜,,TX0116,2026-05-16,2026-05,20,六,14.9,0,14.9,-14.9,日常经营分析,日常水果,水果,弹性支出,预算内,是否实惠,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,水果,2026-5-16 8:50,4.8,平安银行,自用-2605,,月岛雯,香蕉,,TX0117,2026-05-16,2026-05,20,六,4.8,0,4.8,-4.8,日常经营分析,日常水果,水果,弹性支出,预算内,是否实惠,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,快递,2026-5-16 8:50,1.2,平安银行,自用-2605,打包,月岛雯,购物袋,,TX0118,2026-05-16,2026-05,20,六,1.2,0,1.2,-1.2,日常经营分析,超市购物,购物袋,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-5-16 13:44,23.99,美团月付,自用-2605,外卖,月岛雯,中饭,,TX0119,2026-05-16,2026-05,20,六,23.99,0,23.99,-23.99,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-5-16 13:44,1.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0120,2026-05-16,2026-05,20,六,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,捐赠,2026-5-16 18:06,20.0,平安银行,自用-2605,水滴筹,月岛雯,,,TX0121,2026-05-16,2026-05,20,六,20.0,0,20.0,-20.0,日常经营分析,爱心捐赠,水滴筹,可控支出,预算外,意外支出,可控支出,已清洗,0.0,0,0,1,0,0,1,一般关注,预算外风险规则,该交易属于预算外支出，且带有风险或优化标签,建议纳入月度预算复盘，判断是否可提前规划
支出,水果,2026-5-17 7:27,29.8,平安银行,自用-2605,,月岛雯,羊角蜜,,TX0123,2026-05-17,2026-05,21,日,29.8,0,29.8,-29.8,日常经营分析,日常水果,水果,弹性支出,预算内,是否实惠,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,餐饮,2026-5-17 7:27,59.9,抖音月付,自用-2605,做饭,月岛雯,蛋,,TX0124,2026-05-17,2026-05,21,日,59.9,0,59.9,-59.9,日常经营分析,餐饮消费,居家做饭,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,餐饮,2026-5-17 8:37,21.6,平安银行,自用-2605,到店,月岛雯,晚饭,,TX0125,2026-05-17,2026-05,21,日,21.6,0,21.6,-21.6,日常经营分析,餐饮消费,到店餐饮,必要支出,预算内,可优化支出,高频刚需消费,已清洗,1.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,零食,2026-5-17 8:39,43.2,平安银行,自用-2605,辣味零食,月岛雯,鸡胸肉干,,TX0126,2026-05-17,2026-05,21,日,43.2,0,43.2,-43.2,日常经营分析,日常零食,休闲食品,弹性支出,预算内,是否吃完,与实际相联系,已清洗,1.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,餐饮,2026-5-17 11:10,25.79,美团月付,自用-2605,外卖,月岛雯,中饭,,TX0127,2026-05-17,2026-05,21,日,25.79,0,25.79,-25.79,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-5-17 11:10,1.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0128,2026-05-17,2026-05,21,日,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-5-18 8:37,21.6,平安银行,自用-2605,做饭,月岛雯,晚饭,,TX0131,2026-05-18,2026-05,21,一,21.6,0,21.6,-21.6,日常经营分析,餐饮消费,居家做饭,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,餐饮,2026-5-18 12:03,17.92,平安银行,自用-2605,外卖,月岛雯,中饭,,TX0132,2026-05-18,2026-05,21,一,17.92,0,17.92,-17.92,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-5-18 12:04,2.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0133,2026-05-18,2026-05,21,一,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-5-19 8:57,5.0,校园卡,自用-2605,食堂,月岛雯,早餐,,TX0135,2026-05-19,2026-05,21,二,5.0,0,5.0,-5.0,日常经营分析,餐饮消费,校园餐饮,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,交通,2026-5-19 20:46,18.0,中国银行,自用-2605,,月岛雯,回学校,,TX0136,2026-05-19,2026-05,21,二,18.0,0,18.0,-18.0,日常经营分析,日常交通,舒适出行,可控支出,预算外,大额风险,视实际情况而定,已清洗,0.0,0,0,1,0,0,1,一般关注,预算外风险规则,该交易属于预算外支出，且带有风险或优化标签,建议纳入月度预算复盘，判断是否可提前规划
支出,书籍,2026-5-19 20:47,5.0,花呗,自用-2605,知识型书籍,月岛雯,明朝那些事儿有声书,,TX0137,2026-05-19,2026-05,21,二,5.0,0,5.0,-5.0,日常经营分析,书籍购买,线上产品,弹性支出,预算外,是否使用,之后可以尝试卖出,已清洗,0.0,0,0,1,0,0,1,一般关注,预算外风险规则,该交易属于预算外支出，且带有风险或优化标签,建议纳入月度预算复盘，判断是否可提前规划
支出,饮品,2026-5-19 20:48,4.5,校园卡,自用-2605,糖水,月岛雯,糖水粥铺,,TX0138,2026-05-19,2026-05,21,二,4.5,0,4.5,-4.5,日常经营分析,日常饮品,糖水,弹性支出,预算内,无明显风险,专项分析,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,餐饮,2026-5-19 20:48,15.0,校园卡,自用-2605,食堂,月岛雯,中饭,,TX0139,2026-05-19,2026-05,21,二,15.0,0,15.0,-15.0,日常经营分析,餐饮消费,校园餐饮,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,餐饮,2026-5-19 20:49,13.0,校园卡,自用-2605,食堂,月岛雯,晚饭,,TX0140,2026-05-19,2026-05,21,二,13.0,0,13.0,-13.0,日常经营分析,餐饮消费,校园餐饮,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,日用,2026-5-19 20:50,3.0,校园卡,自用-2605,电子产品,月岛雯,电池,,TX0141,2026-05-19,2026-05,21,二,3.0,0,3.0,-3.0,日常经营分析,日用购买,电子产品,必要支出,预算内,无明显风险,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,交通,2026-5-19 21:39,9.0,地铁卡,自用-2605,地铁,月岛雯,回学校,,TX0143,2026-05-19,2026-05,21,二,9.0,0,9.0,-9.0,日常经营分析,日常交通,经济出行,必要支出,预算内,无明显风险,高频刚需消费,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,交通,2026-5-19 21:40,1.0,地铁卡,自用-2605,公交,月岛雯,回学校,,TX0144,2026-05-19,2026-05,21,二,1.0,0,1.0,-1.0,日常经营分析,日常交通,经济出行,必要支出,预算内,无明显风险,高频刚需消费,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
